# Constructed from biom file
#OTU ID	M.T1.R1.S1	M.T1.R1.S2	M.T1.R1.S3	M.T1.R2.S1	M.T1.R2.S2	M.T1.R2.S3	M.T1.R3.S1	M.T1.R3.S2	M.T1.R3.S3	M.T1.R4.S1	M.T1.R4.S2	M.T1.R4.S3	M.T2.R1.S1	M.T2.R1.S2	M.T2.R1.S3	M.T2.R2.S1	M.T2.R2.S2	M.T2.R2.S3	M.T2.R3.S1	M.T2.R3.S2	M.T2.R3.S3	M.T2.R4.S1	M.T2.R4.S2	M.T2.R4.S3	M.T3.R1.S1	M.T3.R1.S2	M.T3.R1.S3	M.T3.R2.S1	M.T3.R2.S2	M.T3.R2.S3	M.T3.R3.S1	M.T3.R3.S2	M.T3.R3.S3	M.T3.R4.S1	M.T3.R4.S2	M.T3.R4.S3	M.T4.R1.S1	M.T4.R1.S2	M.T4.R1.S3	M.T4.R2.S1	M.T4.R2.S2	M.T4.R2.S3	M.T4.R3.S1	M.T4.R3.S2	M.T4.R3.S3	M.T4.R4.S1	M.T4.R4.S2	M.T4.R4.S3
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Pyrinomonadales;D_4__Pyrinomonadaceae;D_5__RB41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	34.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	13.0	12.0	5.0	0.0	0.0	5.0	2.0	6.0	8.0	0.0	0.0	4.0	28.0	10.0	15.0	12.0	14.0	4.0	7.0	0.0	9.0	17.0	0.0	12.0	19.0	9.0	14.0	10.0	17.0	26.0	14.0	22.0	0.0	0.0	9.0	10.0	9.0	9.0	0.0	12.0	18.0	25.0	0.0	0.0	9.0	0.0	30.0	6.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17;__;__;__	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 18;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 18;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 20;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25;D_3__uncultured soil bacterium;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;D_3__uncultured Acidobacteriales bacterium;D_4__uncultured Acidobacteriales bacterium;D_5__uncultured Acidobacteriales bacterium	0.0	15.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	13.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;D_3__uncultured bacterium 17F9;D_4__uncultured bacterium 17F9;D_5__uncultured bacterium 17F9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;__;__;__	5.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	21.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	23.0	0.0	13.0	0.0	0.0	5.0	0.0	0.0	16.0	0.0	15.0	0.0	0.0	0.0	0.0	9.0	10.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unknown Order;D_4__Unknown Family;D_5__Vicinamibacter	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured Saccharibacillus sp.;D_4__uncultured Saccharibacillus sp.;D_5__uncultured Saccharibacillus sp.	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured proteobacterium;D_4__uncultured proteobacterium;D_5__uncultured proteobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__wastewater metagenome;D_4__wastewater metagenome;D_5__wastewater metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;__;__;__	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	14.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	10.0	7.0	0.0	3.0	11.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	10.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;__;__;__;__	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;D_4__uncultured;D_5__uncultured soil bacterium	4.0	8.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	21.0	0.0	3.0	0.0	0.0	0.0	2.0	16.0	0.0	0.0	15.0	0.0	10.0	11.0	3.0	0.0	0.0	0.0	10.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;D_4__uncultured;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	9.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	3.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	7.0	4.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	5.0	3.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured Acidimicrobiales bacterium;D_5__uncultured Acidimicrobiales bacterium	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured Acidimicrobidae bacterium;D_5__uncultured Acidimicrobidae bacterium	0.0	16.0	12.0	11.0	17.0	0.0	0.0	12.0	16.0	9.0	15.0	0.0	15.0	0.0	11.0	21.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	14.0	0.0	18.0	12.0	0.0	14.0	35.0	24.0	0.0	11.0	15.0	0.0	14.0	15.0	15.0	10.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured Aciditerrimonas sp.;D_5__uncultured Aciditerrimonas sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured Ferrimicrobium sp.;D_5__uncultured Ferrimicrobium sp.	6.0	10.0	5.0	0.0	0.0	0.0	16.0	2.0	14.0	50.0	0.0	0.0	18.0	0.0	0.0	9.0	0.0	0.0	9.0	0.0	0.0	20.0	0.0	0.0	0.0	8.0	0.0	10.0	0.0	11.0	8.0	0.0	0.0	0.0	13.0	8.0	10.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured actinobacterium;D_5__uncultured actinobacterium	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;__;__	49.0	74.0	52.0	90.0	17.0	6.0	77.0	86.0	36.0	32.0	55.0	90.0	53.0	44.0	12.0	40.0	12.0	49.0	44.0	42.0	51.0	48.0	56.0	83.0	30.0	71.0	61.0	60.0	27.0	54.0	71.0	50.0	58.0	44.0	68.0	63.0	41.0	44.0	50.0	0.0	53.0	48.0	41.0	12.0	14.0	30.0	23.0	10.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Iamiaceae;D_5__Iamia	30.0	0.0	26.0	20.0	0.0	0.0	0.0	9.0	25.0	8.0	0.0	0.0	13.0	9.0	24.0	8.0	6.0	0.0	15.0	29.0	27.0	0.0	8.0	9.0	22.0	28.0	13.0	44.0	30.0	30.0	15.0	42.0	0.0	6.0	24.0	25.0	19.0	25.0	25.0	29.0	46.0	48.0	0.0	0.0	32.0	20.0	0.0	11.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__CL500-29 marine group	107.0	119.0	54.0	73.0	117.0	175.0	78.0	94.0	143.0	99.0	157.0	75.0	67.0	76.0	63.0	71.0	96.0	108.0	96.0	90.0	99.0	140.0	98.0	89.0	97.0	73.0	80.0	32.0	26.0	26.0	77.0	102.0	119.0	158.0	150.0	82.0	130.0	103.0	115.0	108.0	46.0	98.0	114.0	172.0	122.0	171.0	44.0	80.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__Ilumatobacter	27.0	25.0	35.0	24.0	30.0	29.0	19.0	23.0	32.0	15.0	39.0	12.0	31.0	31.0	39.0	9.0	40.0	32.0	18.0	18.0	20.0	18.0	22.0	16.0	11.0	10.0	30.0	49.0	58.0	75.0	39.0	36.0	26.0	32.0	44.0	54.0	27.0	41.0	35.0	71.0	79.0	59.0	32.0	30.0	33.0	48.0	16.0	16.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__uncultured	100.0	78.0	64.0	64.0	54.0	18.0	30.0	26.0	39.0	32.0	12.0	15.0	58.0	40.0	47.0	57.0	45.0	67.0	35.0	53.0	44.0	0.0	50.0	43.0	40.0	81.0	43.0	99.0	130.0	153.0	69.0	39.0	20.0	14.0	76.0	88.0	10.0	0.0	54.0	93.0	104.0	111.0	24.0	35.0	44.0	13.0	0.0	31.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	14.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;__	12.0	16.0	13.0	12.0	20.0	0.0	2.0	0.0	10.0	0.0	0.0	9.0	7.0	1.0	29.0	0.0	45.0	17.0	12.0	3.0	23.0	0.0	0.0	6.0	5.0	0.0	8.0	32.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	9.0	0.0	12.0	12.0	33.0	22.0	36.0	10.0	0.0	16.0	0.0	0.0	7.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__uncultured;D_5__uncultured Iamiaceae bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__uncultured;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	12.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__uncultured;D_5__wastewater metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__uncultured;__	0.0	13.0	4.0	0.0	12.0	10.0	3.0	0.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	0.0	9.0	0.0	8.0	5.0	0.0	0.0	0.0	16.0	0.0	10.0	8.0	0.0	0.0	13.0	0.0	12.0	0.0	9.0	9.0	11.0	0.0	13.0	14.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;__;__	0.0	26.0	8.0	0.0	5.0	0.0	5.0	0.0	0.0	6.0	0.0	9.0	0.0	0.0	15.0	6.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured;D_4__uncultured Acidimicrobiales bacterium;D_5__uncultured Acidimicrobiales bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured;D_4__uncultured Acidimicrobidae bacterium;D_5__uncultured Acidimicrobidae bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured;D_4__uncultured actinobacterium;D_5__uncultured actinobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	10.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured;__;__	2.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	6.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;__;__;__	2.0	0.0	4.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	9.0	18.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	24.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	9.0	0.0
