# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,M.T1.R1.S1.16S.S50,M.T1.R1.S2.16S.S62,M.T1.R1.S3.16S.S74,M.T1.R2.S1.16S.S86,M.T1.R2.S2.16S.S3,M.T1.R2.S3.16S.S15,M.T1.R3.S1.16S.S27,M.T1.R3.S2.16S.S39,M.T1.R3.S3.16S.S51,M.T1.R4.S1.16S.S63,M.T1.R4.S2.16S.S75,M.T1.R4.S3.16S.S87,M.T2.R1.S1.16S.S53,M.T2.R1.S2.16S.S65,M.T2.R1.S3.16S.S77,M.T2.R2.S1.16S.S89,M.T2.R2.S2.16S.S6,M.T2.R2.S3.16S.S18,M.T2.R3.S1.16S.S30,M.T2.R3.S2.16S.S42,M.T2.R3.S3.16S.S54,M.T2.R4.S1.16S.S66,M.T2.R4.S2.16S.S78,M.T2.R4.S3.16S.S90,M.T3.R1.S1.16S.S56,M.T3.R1.S2.16S.S68,M.T3.R1.S3.16S.S80,M.T3.R2.S1.16S.S92,M.T3.R2.S2.16S.S9,M.T3.R2.S3.16S.S21,M.T3.R3.S1.16S.S33,M.T3.R3.S2.16S.S45,M.T3.R3.S3.16S.S57,M.T3.R4.S1.16S.S69,M.T3.R4.S2.16S.S81,M.T3.R4.S3.16S.S93,M.T4.R1.S1.16S.S59,M.T4.R1.S2.16S.S71,M.T4.R1.S3.16S.S83,M.T4.R2.S1.16S.S95,M.T4.R2.S2.16S.S12,M.T4.R2.S3.16S.S24,M.T4.R3.S1.16S.S36,M.T4.R3.S2.16S.S48,M.T4.R3.S3.16S.S60,M.T4.R4.S1.16S.S72,M.T4.R4.S2.16S.S193,M.T4.R4.S3.16S.S203,U.T1.R1.S1.16S.S1,U.T1.R1.S2.16S.S13,U.T1.R1.S3.16S.S25,U.T1.R2.S1.16S.S37,U.T1.R2.S2.16S.S49,U.T1.R2.S3.16S.S61,U.T1.R3.S1.16S.S73,U.T1.R3.S2.16S.S85,U.T1.R3.S3.16S.S2,U.T1.R4.S1.16S.S14,U.T1.R4.S2.16S.S26,U.T1.R4.S3.16S.S38,U.T2.R1.S1.16S.S4,U.T2.R1.S2.16S.S16,U.T2.R1.S3.16S.S28,U.T2.R2.S1.16S.S40,U.T2.R2.S2.16S.S52,U.T2.R2.S3.16S.S64,U.T2.R3.S1.16S.S76,U.T2.R3.S2.16S.S88,U.T2.R3.S3.16S.S5,U.T2.R4.S1.16S.S17,U.T2.R4.S2.16S.S29,U.T2.R4.S3.16S.S41,U.T3.R1.S1.16S.S7,U.T3.R1.S2.16S.S19,U.T3.R1.S3.16S.S31,U.T3.R2.S1.16S.S43,U.T3.R2.S2.16S.S55,U.T3.R2.S3.16S.S67,U.T3.R3.S1.16S.S79,U.T3.R3.S2.16S.S91,U.T3.R3.S3.16S.S8,U.T3.R4.S1.16S.S20,U.T3.R4.S2.16S.S32,U.T3.R4.S3.16S.S44,U.T4.R1.S1.16S.S10,U.T4.R1.S2.16S.S22,U.T4.R1.S3.16S.S34,U.T4.R2.S1.16S.S46,U.T4.R2.S2.16S.S58,U.T4.R2.S3.16S.S70,U.T4.R3.S1.16S.S82,U.T4.R3.S2.16S.S94,U.T4.R3.S3.16S.S11,U.T4.R4.S1.16S.S23,U.T4.R4.S2.16S.S35,U.T4.R4.S3.16S.S47
Unassigned;Other;Other;Other;Other;Other;Other,0.006363531,0.005759705,0.004341534,0.003933026,0.004238259,0.006036932,0.005736138,0.00538929,0.006653438,0.004843173,0.00388673,0.006088623,0.005598477,0.006553984,0.006456729,0.004388926,0.009527212,0.004830918,0.004381414,0.00714626,0.006550474,0.006704178,0.005678592,0.006308786,0.004901961,0.004959263,0.006751345,0.005850585,0.005903461,0.006942034,0.005294582,0.005456868,0.00647433,0.006151743,0.007101792,0.006510565,0.004068256,0.006508876,0.006620249,0.005032772,0.005924721,0.007106479,0.005894591,0.005103858,0.007010688,0.008368708,0.002866277,0.004799107,0.008522727,0.004267266,0.00552868,0.006026889,0.004159926,0.006472492,0.006139763,0.004843979,0.008230453,0.006860465,0.006057835,0.005231434,0.005420954,0.005425372,0.006181164,0.007628373,0.005143445,0.008074605,0.006651147,0.004670236,0.008527572,0.005397956,0.002661639,0.004688393,0.008095293,0.008768811,0.008154359,0.007123672,0.006954737,0.00736394,0.006037567,0.006334216,0.004124656,0.006759853,0.006539764,0.007874928,0.007283835,0.007435808,0.005309326,0.007326007,0.005145798,0.005924033,0.008190195,0.006497948,0.008940125,0.006695361,0.006601438,0.003541913
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;Other;Other,0.000115701,0,0.000222643,0,0,0.000118371,0,0,0.000116727,0,0,0.000112752,0.00011197,0.000114982,0,0,0,0,0,0,0,0.000359152,0,0.000114705,0.000113999,0,0.000228859,0,0,0.000231401,0.000112651,0,0,0,0,0,0,0,0.000228284,0,0.000232342,0,0,0,0,0,0.000330724,0,0.000236742,0,0,0,0,0,0.000111632,0,0,0,0,0,0,0,0,0.000227713,0,0.000227454,0,0.000227816,0.000113701,0.00011485,0.000110902,0,0,0,0,0.000116782,0.000114012,0,0.000111807,0,0,0.000114574,0,0,0,0,0,0,0,0,0,0,0,0,0.000117883,0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__;s__,0,0,0,0,0.000114548,0,0,0,0,0,0,0.000112752,0,0,0,0,0,0.000117827,0,0,0,0,0.000113572,0.000114705,0,0.000118078,0.000228859,0.000337534,0.000115754,0,0.000112651,0.000232207,0,0,0.000225454,0.00011422,0.000113007,0,0,0,0.000232342,0,0,0.000118694,0.000114929,0.000121286,0,0,0.000355114,0.000112296,0.000115181,0,0,0,0,0,0,0,0,0,0.000110632,0,0,0.000227713,0.000114299,0.000113727,0,0,0,0.00011485,0,0.000114351,0,0,0,0.000116782,0.000114012,0.000345185,0,0,0.000114574,0,0,0.000231616,0,0,0,0.000343407,0,0,0.000227505,0,0,0.00011956,0,0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus Protochlamydia;s__,0.000231401,0.000460776,0.000222643,0.000224744,0.000114548,0.000236742,0.000112473,0,0.000350181,0.000115314,0,0,0.000223939,0,0.000113276,0.000225073,0.00011909,0.000117827,0.000230601,0.000357313,0.000116973,0.000119717,0.000227144,0.000114705,0,0.000236155,0.000228859,0.000787579,0.000347262,0.000231401,0,0,0.000113585,0,0.000450907,0.000342661,0.000452028,0.000473373,0.000456569,0.000234082,0.000464684,0.000355324,0.00011558,0.000474777,0.000459717,0.001212856,0,0,0,0,0.000115181,0.000231803,0.000115554,0.00011558,0,0,0,0,0.000228598,0.000227454,0,0.000115433,0.000112385,0,0.000342896,0,0.000221705,0,0,0.00011485,0.000443607,0,0.000462588,0.000118497,0,0,0.000114012,0.000230123,0.000111807,0.000115168,0.000114574,0.000343721,0.000116782,0,0.000234962,0,0.00034626,0.000114469,0,0.000116158,0,0,0.000235266,0.00011956,0.000117883,0.000236128
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116973,0,0,0,0,0,0,0,0,0,0,0,0.000113585,0.000113921,0,0.00011422,0,0.000118343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114299,0,0,0,0,0,0,0,0,0.000118497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia;s__,0,0,0,0,0,0,0,0,0,0,0,0,0.000335909,0,0,0,0,0,0,0.000119104,0,0,0,0,0,0,0.00011443,0,0,0,0,0.000116104,0,0,0,0,0,0,0,0,0,0,0,0,0.000114929,0,0,0,0,0,0,0,0.000115554,0,0,0.000112651,0,0,0,0,0,0,0,0,0.000114299,0,0,0,0,0,0,0,0.000231294,0,0,0,0,0,0,0,0,0,0,0,0.000117481,0,0,0,0,0.000116158,0,0,0,0,0,0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae;Other;Other,0,0,0,0,0,0,0,0,0.000233454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae;g__Waddlia;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011422,0,0,0,0,0,0,0,0,0,0.000121286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chlorobi;c__;o__;f__;g__;s__,0.000347102,0.001267135,0.001335857,0.001236094,0.000229095,0.000828598,0.000449893,0.000343997,0.000233454,0.000807196,0.000555247,0.000676514,0.001455604,0.001379786,0.000906208,0.000450146,0.001667262,0.000471309,0.001498905,0.000357313,0.000350918,0.000718305,0.000681431,0.001491168,0.000797994,0.001062699,0.000572148,0.000450045,0.001041787,0.000578503,0.000450603,0.000580518,0.001476602,0.000341763,0.000563634,0.001370645,0.000113007,0.000828402,0.000456569,0.000702247,0.001045539,0.001421296,0.000577901,0.000712166,0.000804505,0.001576713,0,0.0015625,0.001420455,0.000336889,0.000460723,0.000231803,0.001617749,0.001040222,0.00055816,0.000337952,0.000470312,0.001395349,0.001142988,0.001137268,0,0.000923468,0.000899078,0.001366276,0.000457195,0.00034118,0.001884492,0.001936439,0.001250711,0.000803951,0.000998115,0.000228702,0.000925176,0.000829482,0.000803951,0.000350345,0.000456048,0.001265677,0.001677102,0.001382011,0.002176902,0.001260312,0.00151816,0.000926462,0.00093985,0.00127803,0.001500462,0.000572344,0.001143511,0.000580788,0.001365032,0.000683995,0.001176332,0.00131516,0.001060945,0.001180638
k__Bacteria;p__Chlorobi;c__BSV26;o__PK329;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023818,0,0,0,0,0,0,0.000114705,0,0,0,0,0.000115754,0,0.000112651,0,0,0,0.000112727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__;s__,0.001619808,0.001267135,0.000667928,0.000898977,0.000687285,0.002840909,0.00101226,0.002178649,0.001050543,0.001153137,0.001110494,0.000338257,0.002015452,0.001149822,0.00056638,0.001462975,0.001905442,0.000824791,0.001383604,0.001071939,0.001169727,0.000838022,0.001135718,0.001147052,0.001595987,0.001771165,0.001029866,0.001350135,0.00138905,0.001041305,0.001013856,0.001161036,0.000681508,0.00102529,0.001690903,0.002055968,0.0015821,0.002485207,0.003310124,0.000702247,0.001277881,0.001302854,0.002080444,0.002136499,0.003218021,0.001819284,0,0.001004464,0.001420455,0.001235261,0.000806266,0.001506722,0.002079963,0.001271382,0.000669792,0.000675904,0.000940623,0.000930233,0.000800091,0.001250995,0.000995685,0.000692601,0.001123848,0.000683138,0.000685793,0.001478449,0.001108525,0.00125299,0.000682206,0.000574251,0.000554508,0.000800457,0.001387765,0.00094798,0.000574251,0.000467126,0.000798085,0.000575308,0.001229875,0.000921341,0.001145738,0.000687443,0.000467126,0.000347423,0.00093985,0.00127803,0.000692521,0.001144689,0.00102916,0.001742363,0.000682516,0.000455996,0.000941066,0.00167384,0.001178828,0.000708383
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__;s__,0.000809904,0.000460776,0.000556607,0.000112372,0,0.000355114,0.00033742,0.000229331,0.000817089,0.000461255,0.000888395,0.000112752,0.000783787,0.000229964,0.000113276,0.000900293,0.000714541,0.000589136,0.000230601,0.000595522,0.001520646,0,0.000454287,0.001261757,0.001595987,0.000826544,0.000572148,0.000675068,0.000694525,0.001157006,0.000788555,0.000232207,0.000681508,0.000227842,0.001239995,0.001370645,0.001808114,0.001183432,0.001141422,0.001404494,0.000697026,0.000592207,0.000809061,0.001068249,0.000689576,0.001334142,0.001433139,0.001339286,0.000355114,0.000112296,0.000921447,0.000347705,0.000115554,0.000577901,0.000781424,0.000112651,0.000470312,0.000465116,0.00091439,0.000682361,0,0,0.00022477,0.000341569,0.000342896,0.00034118,0.000332557,0.000455633,0,0.000689101,0.000554508,0.000114351,0.000346941,0.000236995,0.00011485,0.000583908,0.000342036,0,0.000111807,0,0.000343721,0.000229148,0,0.000579039,0,0,0.000577101,0,0.000114351,0,0.000227505,0.000113999,0.000235266,0.00023912,0.000117883,0.000236128
k__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__,0.000231401,0.000806359,0.000667928,0.000112372,0.000343643,0.000710227,0,0.000114666,0.000350181,0.000576568,0.000333148,0.000563761,0.000223939,0.000689893,0.000226552,0.000112537,0.00023818,0.000117827,0.000807103,0.000357313,0.000233945,0.000119717,0.000227144,0.000688231,0.000113999,0.000354233,0.000343289,0.000337534,0.000115754,0.000578503,0,0.000116104,0.000113585,0.000341763,0.000563634,0.000456882,0,0.000591716,0.000114142,0.000585206,0.000232342,0.000355324,0,0.000118694,0.000344788,0.000242571,0,0.000669643,0.000591856,0.000112296,0.000115181,0.000463607,0.000462214,0.000346741,0.000223264,0.000450603,0.000235156,0.000581395,0.000457195,0.000227454,0.000442527,0.0003463,0.000112385,0.000113856,0.000342896,0.000113727,0.000221705,0.000797357,0.000227402,0.0002297,0.000332705,0.000457404,0.000462588,0.000592487,0.0002297,0.000350345,0.000912097,0.000805431,0.000670841,0.000921341,0.000687443,0.000572869,0.000467126,0.000579039,0.000234962,0.000348554,0.000577101,0.000457875,0.000343053,0.000116158,0.000455011,0.000911993,0.0003529,0.00023912,0.000707297,0.000118064
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__,0.000925605,0.000921553,0.000556607,0.000337117,0.00045819,0.001183712,0,0.000229331,0.000350181,0.000115314,0.000111049,0.000563761,0.000447878,0.000919857,0.000679656,0.001012829,0.000714541,0.001178273,0.000345901,0.000357313,0.000233945,0.000119717,0.000227144,0.000573526,0.000797994,0.000944622,0.001373155,0.000787579,0.000578771,0.000694203,0.000675904,0.000464414,0.001022263,0.000683527,0.000563634,0.000913764,0.000452028,0.000591716,0.001141422,0.000585206,0.000929368,0.000710648,0.000462321,0.000830861,0.000344788,0.000363857,0.002866277,0.000669643,0.000118371,0.000112296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114299,0,0,0,0,0.0002297,0.000554508,0.000114351,0.000115647,0.000118497,0.0002297,0,0,0.000230123,0,0.000115168,0.000343721,0,0,0.000115808,0,0,0.00034626,0,0.000114351,0,0.000227505,0.000227998,0.000117633,0.00047824,0.000353648,0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__;g__;s__,0,0,0,0,0,0,0,0,0,0.000115314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47;g__;s__,0.001504107,0.001497523,0.001113214,0.00101135,0.000343643,0.001420455,0.000899786,0.00160532,0.002217813,0.001499077,0.000888395,0.00146578,0.000671817,0.000804875,0.001472587,0.001012829,0.000595451,0.001767409,0.001383604,0.002858504,0.001403673,0.00143661,0.002157865,0.001376462,0.001367989,0.001771165,0.002288591,0.001012601,0.000463017,0.000809904,0.001013856,0.001277139,0.000908678,0.001480975,0.001239995,0.001027984,0.002486157,0.001420118,0.000913138,0.001872659,0.000697026,0.001895061,0.003814147,0.001780415,0.002413516,0.002668284,0.001212656,0.000669643,0.001420455,0.000224593,0.000691085,0.001506722,0.000231107,0.001502543,0.001451217,0,0.000940623,0.000581395,0.001714482,0.000909815,0.000110632,0.000577167,0.001236233,0.000910851,0.001028689,0.001933356,0.000775967,0.000911266,0.00113701,0.001148501,0.001109016,0.001372213,0.001503412,0.001184975,0.001378201,0.001401378,0.001482157,0.001150616,0.001788909,0.002418519,0.000687443,0.001604033,0.001634941,0.001852924,0.00199718,0.002091321,0.000807941,0.001831502,0.001600915,0.001742363,0.001933796,0.003305974,0.002235031,0.00083692,0.001886125,0.002361275
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Anaerolinea;s__,0.000115701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011422,0,0,0.000114142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234962,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae;g__Ardenscatena;s__,0.000347102,0.000230388,0,0,0.000343643,0.000236742,0,0,0.000466908,0,0,0,0.000447878,0.000114982,0,0,0.000476361,0.000117827,0,0.000119104,0,0,0,0.00022941,0.000113999,0.000118078,0.00011443,0.000337534,0.000347262,0.000115701,0.000225301,0,0.000567924,0.000341763,0.000450907,0.000228441,0,0.00035503,0.000456569,0.000117041,0.000232342,0.000118441,0.00011558,0.000237389,0.000114929,0.000242571,0,0,0,0,0,0.000231803,0,0,0.000223264,0,0.000117578,0,0,0,0,0,0,0,0,0.000227454,0,0,0.000113701,0,0,0,0,0,0,0.000116782,0,0,0,0.000115168,0.000114574,0,0,0,0,0.000116185,0.00011542,0.000343407,0,0,0,0.000113999,0,0.00047824,0,0.000354191
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__;g__;s__,0.003471017,0.004953346,0.002783035,0.001236094,0.002405498,0.002130682,0.001574626,0.001834652,0.003385082,0.000807196,0.002332038,0.001127523,0.004702721,0.004024376,0.00419121,0.003038488,0.004168155,0.002945682,0.002536608,0.004525965,0.001988537,0.001316892,0.002725724,0.002294104,0.001823985,0.002125399,0.003318457,0.001912691,0.004630166,0.003355316,0.002928917,0.003831418,0.002271695,0.002848029,0.004170894,0.00251285,0.001130071,0.002485207,0.003994978,0.003394195,0.00348513,0.001421296,0.003582987,0.004035608,0.002528445,0.004244997,0.000661449,0.009598214,0.001183712,0.002021336,0.00552868,0.003940658,0.002426624,0.001964864,0.002121009,0.001013856,0.004703116,0.004534884,0.002743171,0.001364722,0.000995685,0.001269768,0.001798157,0.002618695,0.001714482,0.002274537,0.000775967,0.002164256,0.001250711,0.001952452,0.004657868,0.00102916,0.00312247,0.002132954,0.001033651,0.000233563,0.001140121,0.000115062,0.000894454,0.003109524,0.001718607,0.003551787,0.001985286,0.001158078,0.001409774,0.002788428,0.003808864,0.00206044,0.001829617,0.001974678,0.001592538,0.003077975,0.001882132,0.004184601,0.002711305,0.002007084
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__,0.001619808,0.001267135,0.000890571,0.001123722,0.00137457,0.001302083,0.000787313,0.000917326,0.001517451,0.001614391,0.000999445,0.000902018,0.000671817,0.001149822,0.001246035,0.001350439,0.002262713,0.001767409,0.001498905,0.002143878,0.001520646,0.001316892,0.001362862,0.001376462,0.001139991,0.002007321,0.001487584,0.00090009,0.00196782,0.00196691,0.001126507,0.001161036,0.001249432,0.000911369,0.001465449,0.002398629,0.001921121,0.001656805,0.00205456,0.001755618,0.002207249,0.001539737,0.001386963,0.001661721,0.00172394,0.001576713,0.001653621,0.001450893,0.00094697,0.001122965,0.000575904,0.001738526,0.000462214,0.001040222,0.000781424,0.000450603,0.001175779,0.000581395,0.001028689,0.000796088,0,0.001154335,0.001011463,0.001024707,0.001600183,0.001705902,0.000554262,0.00125299,0.000682206,0.001033651,0.001441721,0.00102916,0.001272117,0.000710985,0.000689101,0.001051034,0.000114012,0.000460246,0.000670841,0.001266843,0.001374885,0.001031164,0.000817471,0.000694847,0.001527256,0.000929476,0.000807941,0.000686813,0.000800457,0.000696945,0.000682516,0.000341997,0.000705799,0.00167384,0.001414594,0.000826446
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__,0.000115701,0.000115194,0.000111321,0.000112372,0.000229095,0.000118371,0.000449893,0,0.000350181,0.000115314,0,0,0.00011197,0.000229964,0.000339828,0.000225073,0.00011909,0.000235655,0,0.000119104,0,0,0,0,0.000113999,0,0,0.000337534,0.000810279,0.000231401,0,0.000116104,0.000227169,0,0,0.00011422,0,0,0,0.000117041,0.00116171,0.000473765,0.00011558,0.000118694,0,0.000242571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0.000112752,0,0.000459929,0,0,0,0,0,0.000238209,0,0.000119717,0,0.000344116,0,0,0,0.000225023,0.000694525,0.000694203,0,0,0.000113585,0,0,0,0,0,0,0.000234082,0,0.000236883,0.00023116,0.000237389,0.000344788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__;g__;s__,0.005090825,0.003455823,0.005566069,0.002472188,0.002520046,0.004734848,0.003374199,0.00160532,0.00501926,0.00345941,0.003331483,0.002029541,0.00727802,0.006668966,0.003398278,0.00360117,0.005716327,0.004713091,0.004957915,0.003096713,0.00467891,0.002992937,0.004088586,0.00573526,0.00376197,0.004014642,0.004462753,0.00360036,0.006945248,0.009140345,0.003942773,0.004528039,0.002498864,0.002620187,0.004396348,0.004683038,0.003051192,0.004260355,0.005821253,0.004447566,0.005111524,0.006158948,0.002542765,0.003086053,0.003103092,0.005215282,0.002204829,0.00234375,0.004971591,0.003593487,0.009790371,0.005215577,0.002888838,0.006241331,0.006809556,0.007998198,0.006466784,0.005232558,0.005372043,0.001250995,0.002655161,0.003116703,0.004944931,0.005692816,0.004457652,0.007847151,0.003436426,0.005239777,0.001705514,0.005053405,0.002772541,0.003087479,0.003700705,0.005687878,0.004019754,0.00233563,0.003762399,0.001840985,0.007379249,0.007025222,0.005041247,0.006530706,0.003036319,0.002200347,0.004934211,0.00592541,0.006925208,0.004349817,0.007089766,0.00604019,0.006825162,0.005927953,0.006469827,0.007651841,0.010137923,0.007674144
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208;f__;g__;s__,0.001851209,0.002995047,0.001558499,0.000449489,0.00045819,0.001302083,0.000562366,0.000687994,0.000933816,0,0.000666297,0.000112752,0.001231665,0.001149822,0.001812415,0.001350439,0.002500893,0.002003064,0.000345901,0.001905669,0.000584864,0.000239435,0.000795003,0.001491168,0.00125399,0.002715787,0.001258725,0.001575158,0.002778099,0.004280921,0.001013856,0.001509346,0.001363017,0.000683527,0.00214181,0.002398629,0.000678043,0.001065089,0.000684853,0.001287453,0.00232342,0.001895061,0.000462321,0.000593472,0.000689576,0.001334142,0.001212656,0.002120536,0,0,0,0,0,0,0.000111632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235766,0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225454,0,0,0.000118343,0,0,0,0,0.00011558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__,0.006942034,0.006681258,0.005120784,0.004270143,0.004696449,0.006628788,0.004161512,0.005045293,0.005602895,0.006457565,0.002998334,0.00248055,0.007166051,0.005404162,0.009515179,0.00753995,0.00785995,0.0064805,0.00657212,0.012029538,0.00596561,0.003711241,0.005905735,0.005391145,0.009005928,0.008147361,0.006293626,0.004950495,0.005903461,0.008330441,0.004618677,0.006734007,0.006360745,0.011619959,0.009919964,0.010508281,0.004407278,0.007100592,0.009473804,0.006554307,0.008015799,0.00722492,0.007975035,0.006884273,0.007240547,0.01249242,0.006724727,0.010825893,0.006747159,0.003593487,0.009214467,0.009388039,0.007857638,0.004507628,0.006139763,0.007209643,0.010582011,0.010813953,0.009601097,0.008643239,0.001770107,0.006117973,0.005506855,0.009108505,0.012229969,0.006596156,0.003658131,0.011276911,0.002956225,0.008269209,0.007984917,0.005145798,0.006823176,0.004858396,0.002641553,0.003269882,0.004218447,0.003336785,0.005702147,0.007255557,0.005728689,0.00756187,0.005605512,0.002895194,0.004699248,0.006506332,0.007156048,0.006524725,0.009148085,0.004878615,0.006825162,0.003191974,0.005293495,0.008369201,0.011080986,0.008972845
